,player_id,player_name,birthdate,school,country,last_affiliation,season_exp,jersey,rosterstatus,games_played_current_season_flag,team_id,team_name,team_abbreviation,team_code,team_city,playercode,from_year,to_year,dleague_flag,nba_flag,games_played_flag,round_pick,draft_number,greatest_75_flag,is_active
127,1629674,Neemias Queta,1999-07-13,Utah State,Portugal,Utah State/Portugal,2.0,88,Active,N,1610612758,Kings,SAC,kings,Sacramento,neemias_queta,2021.0,2023.0,Y,Y,Y,2,39,N,1
128,1629675,Naz Reid,1999-08-26,Louisiana State,USA,Louisiana State/USA,4.0,11,Active,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,naz_reid,2019.0,2023.0,Y,Y,Y,Undrafted,Undrafted,N,1
129,203318,Glen Rice,1991-01-01,Georgia Tech,USA,Michigan/USA,2.0,0,Inactive,N,0,0,0,0,0,glen_rice,2013.0,2014.0,Y,Y,Y,2,35,N,0
130,203460,Andre Roberson,1991-12-04,Colorado,USA,Colorado/USA,7.0,0,Inactive,N,0,0,0,0,0,andre_roberson,2013.0,2020.0,Y,Y,Y,1,26,N,0
131,1628421,Devin Robinson,1995-03-07,Florida,USA,Florida/USA,3.0,7,Inactive,N,1610612764,Wizards,WAS,wizards,Washington,devin_robinson,2017.0,2018.0,Y,Y,Y,0,0,N,0
132,203922,Glenn Robinson III,1994-01-08,Michigan,USA,Michigan/USA,7.0,0,Inactive,N,0,0,0,0,0,glenn_robinson iii,2014.0,2020.0,Y,Y,Y,2,40,N,0
133,1629676,Isaiah Roby,1998-02-03,Nebraska,USA,Nebraska/USA,4.0,18,Active,N,1610612752,Knicks,NYK,knicks,New York,roby_isaiah,2019.0,2023.0,Y,Y,Y,2,45,N,1
134,1626179,Terry Rozier,1994-03-17,Louisville,USA,Louisville/USA,8.0,3,Active,N,1610612766,Hornets,CHA,hornets,Charlotte,terry_rozier,2015.0,2023.0,Y,Y,Y,1,16,N,1
135,1629677,Luka Samanic,2000-01-09,Union Olimpija,Croatia,Union Olimpija/Croatia,3.0,19,Active,N,1610612762,Jazz,UTA,jazz,Utah,luka_samanic,2019.0,2023.0,Y,Y,Y,1,19,N,0
136,1629013,Landry Shamet,1997-03-13,Wichita State,USA,Wichita State/USA,5.0,14,Active,N,1610612764,Wizards,WAS,wizards,Washington,landry_shamet,2018.0,2023.0,N,Y,Y,1,26,N,1
137,203491,Peyton Siva,1990-10-24,Louisville,USA,Louisville/USA,1.0,34,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,peyton_siva,2013.0,2013.0,Y,Y,Y,2,56,N,0
138,203893,Russ Smith,1991-04-19,Louisville,USA,Louisville/USA,2.0,0,Inactive,N,0,0,0,0,0,russ_smith,2014.0,2015.0,Y,Y,Y,2,47,N,0
139,203503,Tony Snell,1991-11-10,New Mexico,USA,New Mexico/USA,10.0,21,Inactive,N,1610612740,Pelicans,NOP,pelicans,New Orleans,tony_snell,2013.0,2021.0,Y,Y,Y,1,20,N,0
140,203480,James Southerland,1990-04-28,Syracuse,USA,Syracuse/USA,1.0,31,Inactive,N,1610612740,Pelicans,NOP,pelicans,New Orleans,james_southerland,2013.0,2013.0,Y,Y,Y,Undrafted,Undrafted,N,0
141,1629034,Ray Spalding,1997-03-11,Louisville,USA,Louisville/USA,2.0,0,Inactive,N,0,0,0,0,0,ray_spalding,2018.0,2020.0,Y,Y,Y,2,56,N,0
142,1629016,Omari Spellman,1997-07-21,Villanova,USA,Villanova/USA,3.0,14,Inactive,N,1610612744,Warriors,GSW,warriors,Golden State,omari_spellman,2018.0,2019.0,Y,Y,Y,1,30,N,0
143,203950,Jarnell Stokes,1994-01-07,Tennessee,USA,Tennessee/USA,4.0,0,Inactive,N,0,0,0,0,0,jarnell_stokes,2014.0,2016.0,Y,Y,Y,2,35,N,0
144,1626208,Keifer Sykes,1993-12-30,Green Bay,USA,Wisconsin-Green Bay/USA,2.0,0,Inactive,N,0,0,0,0,0,keifer_sykes,2021.0,2021.0,Y,Y,Y,Undrafted,Undrafted,N,0
145,1628414,Sindarius Thornwell,1994-11-15,South Carolina,USA,South Carolina/USA,5.0,15,Inactive,N,1610612746,Clippers,LAC,clippers,LA,sindarius_thornwell,2017.0,2020.0,Y,Y,Y,2,48,N,0
146,1629019,Allonzo Trier,1996-01-17,Arizona,USA,Arizona/USA,2.0,0,Inactive,N,0,0,0,0,0,allonzo_trier,2018.0,2019.0,Y,Y,Y,0,0,N,0
147,1626173,Rashad Vaughn,1996-08-16,UNLV,USA,UNLV/USA,3.0,0,Inactive,N,0,0,0,0,0,rashad_vaughn,2015.0,2017.0,Y,Y,Y,1,17,N,0
148,1628476,Derrick Walton Jr.,1995-04-03,Michigan,USA,Michigan/USA,3.0,0,Inactive,N,0,0,0,0,0,derrick_walton_jr,2017.0,2021.0,Y,Y,Y,Undrafted,Undrafted,N,0
149,1629682,Tremont Waters,1998-01-10,Louisiana State,USA,Louisiana State/USA,3.0,0,Inactive,N,0,0,0,0,0,tremont_waters,2019.0,2021.0,Y,Y,Y,2,51,N,0
150,1628401,Derrick White,1994-07-02,Colorado,USA,Colorado/USA,6.0,9,Active,N,1610612738,Celtics,BOS,celtics,Boston,derrick_white,2017.0,2023.0,Y,Y,Y,1,29,N,1
151,203912,C.J. Wilcox,1990-12-30,Washington,USA,Washington/USA,4.0,23,Inactive,N,1610612746,Clippers,LAC,clippers,LA,cj_wilcox,2014.0,2017.0,Y,Y,Y,1,28,N,0
152,1626210,Alan Williams,1993-01-28,Cal-Santa Barbara,USA,California-Santa Barbara/USA,5.0,15,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,alan_williams,2015.0,2018.0,Y,Y,Y,Undrafted,Undrafted,N,0
153,1629684,Grant Williams,1998-11-30,Tennessee,USA,Tennessee/USA,4.0,12,Active,N,1610612738,Celtics,BOS,celtics,Boston,grant_williams,2019.0,2023.0,N,Y,Y,1,22,N,1
154,203481,Jeff Withey,1990-03-07,Kansas,USA,Kansas/USA,5.0,0,Inactive,N,0,0,0,0,0,jeff_withey,2013.0,2017.0,N,Y,Y,2,39,N,0
155,203489,Nate Wolters,1991-05-15,South Dakota State,USA,South Dakota State/USA,3.0,0,Inactive,N,0,0,0,0,0,nate_wolters,2013.0,2017.0,Y,Y,Y,2,38,N,0
